bangla_text,reaction
অপু বিস্বাস এর অভিনয় যে এত বাজে এই নাটক না দেখলে বুঝতাম না,Negative
অভিনয় করতে চাইছিল শাবনুর আপুর মতন কিন্তু একটুও পারেনি,Negative
শুরু তেই অপু যেই সাউন্ড করে কথা বলছিল যে আমি বিব্রত বদ করছিলাম,Negative
সাকিব ভাইয়া ওতো তোমাকে ডিভোর্স দিয়ে বুবলিকে বিয়ে করেছে তাহলে সাকিব ভাইয়াকে কিছু করতে পারলানা কে আপু,Negative
দিদির ওজন কমাতে হবে,Negative
কাহিনি অনুযায়ী তাহলে টুইন বেবির আরেকজন কে,Negative
সামান্য একটু আঘাত পেয়ে মারা গেলো,Negative
সব ঠিক থাকলেও অপু বিশ্বাসের অভিনয় টা মেকি লেগেছে।ফিতা কাটার অনুষ্ঠানে গেলে যেভাবে ,Negative
এছাড়াও উচ্চারণ সহ অন্যান্য বডি ল্যাংগুয়েজ যথেষ্ট নাটকীয় মনে হয়েছে ভালো লাগেনি,Negative
অভার একটিং করছে অপু দি,Negative
পুলিশের ইন্সপেক্টর এর সাথে যেই মেয়েটা আছে সে ওবার একটিং করে ভালো লাগলোনা ফালতু,Negative
ন্যাচারাল অভিনয় হয়নি,Negative
অপু একটা অভিনেত্রী হলো নাকি,Negative
অপুর ওভারএকটিং খুবই বিরক্ত লেগেছে,Negative
সবই বুজলাম সিরিজ টার তবে এখানে টুইন বোন এর কথা বলা হয়েছে সেটা নিষ্ঠার আসল মা ও বলেছে আবার,Negative
সৎ মাও বলেসে পরে আবার বলছে নিষ্ঠা কল্পনা করছে তা হলে মহিলা রা কেন ,Negative
এটা কেমন ছবি শেষে কোনো মজা নেই,Negative
আমি 35:00  এ দেখছি আমার মনে হচ্ছে অপু খুনী হাজবেন্ড আর বাবা কে খুন করছে,Negative
